case_id,prefix,k,next_act
551,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services,13,release-purchase-order
551,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order,14,approve-purchase-order-for-payment
551,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment,15,send-invoice
551,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment send-invoice,16,release-supplier's-invoice
551,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment send-invoice release-supplier's-invoice,17,authorize-supplier's-invoice-payment
551,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment send-invoice release-supplier's-invoice authorize-supplier's-invoice-payment,18,pay-invoice
553,create-purchase-requisition,0,create-request-for-quotation
553,create-purchase-requisition create-request-for-quotation,1,analyze-request-for-quotation
553,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation,2,send-request-for-quotation-to-supplier
553,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier,3,create-quotation-comparison-map
553,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map,4,analyze-quotation-comparison-map
553,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map,5,choose-best-option
553,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option,6,settle-conditions-with-supplier
553,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier,7,create-purchase-order
553,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order,8,confirm-purchase-order
553,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order,9,deliver-goods-services
553,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services,10,release-purchase-order
553,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order,11,approve-purchase-order-for-payment
553,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment,12,send-invoice
553,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment send-invoice,13,release-supplier's-invoice
553,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment send-invoice release-supplier's-invoice,14,authorize-supplier's-invoice-payment
553,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment send-invoice release-supplier's-invoice authorize-supplier's-invoice-payment,15,pay-invoice
556,create-purchase-requisition,0,analyze-purchase-requisition
556,create-purchase-requisition analyze-purchase-requisition,1,create-request-for-quotation
556,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation,2,analyze-request-for-quotation
556,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation,3,send-request-for-quotation-to-supplier
556,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier,4,create-quotation-comparison-map
556,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map,5,analyze-quotation-comparison-map
556,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map,6,choose-best-option
556,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option,7,settle-conditions-with-supplier
556,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier,8,create-purchase-order
556,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order,9,confirm-purchase-order
556,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order,10,deliver-goods-services
556,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services,11,release-purchase-order
556,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order,12,approve-purchase-order-for-payment
556,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment,13,send-invoice
556,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment send-invoice,14,release-supplier's-invoice
556,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment send-invoice release-supplier's-invoice,15,authorize-supplier's-invoice-payment
556,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment send-invoice release-supplier's-invoice authorize-supplier's-invoice-payment,16,pay-invoice
559,create-purchase-requisition,0,create-request-for-quotation
559,create-purchase-requisition create-request-for-quotation,1,analyze-request-for-quotation
559,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation,2,amend-request-for-quotation
559,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation,3,analyze-request-for-quotation
559,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation,4,amend-request-for-quotation
559,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation,5,analyze-request-for-quotation
559,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation,6,amend-request-for-quotation
559,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation,7,analyze-request-for-quotation
559,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation,8,send-request-for-quotation-to-supplier
559,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier,9,create-quotation-comparison-map
559,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map,10,analyze-quotation-comparison-map
559,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map,11,choose-best-option
559,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option,12,settle-conditions-with-supplier
559,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier,13,create-purchase-order
559,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order,14,confirm-purchase-order
559,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order,15,deliver-goods-services
559,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services,16,release-purchase-order
559,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order,17,approve-purchase-order-for-payment
559,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment,18,send-invoice
559,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment send-invoice,19,release-supplier's-invoice
559,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment send-invoice release-supplier's-invoice,20,authorize-supplier's-invoice-payment
559,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation amend-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment send-invoice release-supplier's-invoice authorize-supplier's-invoice-payment,21,pay-invoice
560,create-purchase-requisition,0,analyze-purchase-requisition
560,create-purchase-requisition analyze-purchase-requisition,1,create-request-for-quotation
560,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation,2,analyze-request-for-quotation
560,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation,3,send-request-for-quotation-to-supplier
560,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier,4,create-quotation-comparison-map
560,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map,5,analyze-quotation-comparison-map
560,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map,6,choose-best-option
560,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option,7,settle-conditions-with-supplier
560,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier,8,create-purchase-order
560,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order,9,confirm-purchase-order
560,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order,10,deliver-goods-services
560,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services,11,release-purchase-order
560,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order,12,approve-purchase-order-for-payment
560,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment,13,send-invoice
560,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment send-invoice,14,release-supplier's-invoice
560,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment send-invoice release-supplier's-invoice,15,authorize-supplier's-invoice-payment
560,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment send-invoice release-supplier's-invoice authorize-supplier's-invoice-payment,16,pay-invoice
563,create-purchase-requisition,0,analyze-purchase-requisition
563,create-purchase-requisition analyze-purchase-requisition,1,create-request-for-quotation
563,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation,2,analyze-request-for-quotation
563,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation,3,send-request-for-quotation-to-supplier
563,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier,4,create-quotation-comparison-map
563,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map,5,analyze-quotation-comparison-map
563,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map,6,choose-best-option
563,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option,7,settle-conditions-with-supplier
563,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier,8,create-purchase-order
563,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order,9,confirm-purchase-order
563,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order,10,deliver-goods-services
563,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services,11,release-purchase-order
563,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order,12,approve-purchase-order-for-payment
563,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment,13,send-invoice
563,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment send-invoice,14,release-supplier's-invoice
563,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment send-invoice release-supplier's-invoice,15,settle-dispute-with-supplier
563,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment send-invoice release-supplier's-invoice settle-dispute-with-supplier,16,authorize-supplier's-invoice-payment
563,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order approve-purchase-order-for-payment send-invoice release-supplier's-invoice settle-dispute-with-supplier authorize-supplier's-invoice-payment,17,pay-invoice
564,create-purchase-requisition,0,analyze-purchase-requisition
564,create-purchase-requisition analyze-purchase-requisition,1,create-request-for-quotation
564,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation,2,analyze-request-for-quotation
564,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation,3,send-request-for-quotation-to-supplier
564,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier,4,create-quotation-comparison-map
564,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map,5,analyze-quotation-comparison-map
564,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map,6,choose-best-option
564,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option,7,settle-conditions-with-supplier
564,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier,8,create-purchase-order
564,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order,9,confirm-purchase-order
564,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order,10,deliver-goods-services
564,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services,11,release-purchase-order
564,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order,12,settle-dispute-with-supplier
564,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order settle-dispute-with-supplier,13,release-purchase-order
564,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order settle-dispute-with-supplier release-purchase-order,14,approve-purchase-order-for-payment
564,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order settle-dispute-with-supplier release-purchase-order approve-purchase-order-for-payment,15,send-invoice
564,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order settle-dispute-with-supplier release-purchase-order approve-purchase-order-for-payment send-invoice,16,release-supplier's-invoice
564,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order settle-dispute-with-supplier release-purchase-order approve-purchase-order-for-payment send-invoice release-supplier's-invoice,17,authorize-supplier's-invoice-payment
564,create-purchase-requisition analyze-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option settle-conditions-with-supplier create-purchase-order confirm-purchase-order deliver-goods-services release-purchase-order settle-dispute-with-supplier release-purchase-order approve-purchase-order-for-payment send-invoice release-supplier's-invoice authorize-supplier's-invoice-payment,18,pay-invoice
565,create-purchase-requisition,0,create-request-for-quotation
565,create-purchase-requisition create-request-for-quotation,1,analyze-request-for-quotation
565,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation,2,send-request-for-quotation-to-supplier
565,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier,3,create-quotation-comparison-map
565,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map,4,analyze-quotation-comparison-map
565,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map,5,choose-best-option
565,create-purchase-requisition create-request-for-quotation analyze-request-for-quotation send-request-for-quotation-to-supplier create-quotation-comparison-map analyze-quotation-comparison-map choose-best-option,6,settle-conditions-with-supplier
